rank,name,surname,country,sport,gold,silver,bronze,medals,url
115,ARDI,ISADI,Indonesia,Rowing,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/ISADI-Ardi-3019614/
115,FERDIANSYAH,FERDIANSYAH,Indonesia,Rowing,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/FERDIANSYAH-Ferdiansyah-3019615/
115,ALI,BUTON,Indonesia,Rowing,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/BUTON-Ali-3019616/
115,ILYA,GOLENDOV,Kazakhstan,Canoe/Kayak Sprint,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/GOLENDOV-Ilya-3021637/
115,SERGII,TOKARNYTSKYI,Kazakhstan,Canoe/Kayak Sprint,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/TOKARNYTSKYI-Sergii-3021639/
115,INNA,KLINOVA,Kazakhstan,Canoe/Kayak Sprint,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/KLINOVA-Inna-3021668/
115,Lestari,Puji,Indonesia,Sport Climbing,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/PUJI-Lestari-3022178/
115,ALI,ALLANJAWI,United Arab Emirates,JetSki,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/ALLANJAWI-Ali-3022754/
115,CHUN MING,AU,"Hong Kong, China",Squash,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/AU-Chun-Ming-3025258/
115,KING LOK,CHEUNG,"Hong Kong, China",Cycling Road,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/CHEUNG-King-Lok-3025934/
115,NAITO,EHARA,Japan,Swimming,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/EHARA-Naito-3026052/
115,ANNA,KONISHI,Japan,Swimming,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/KONISHI-Anna-3026147/
115,RIO,SHIRAI,Japan,Swimming,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/SHIRAI-Rio-3026174/
115,MAYUKA,YAMAMOTO,Japan,Swimming,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/YAMAMOTO-Mayuka-3026189/
115,MYONG WON,PAK,DPR Korea,Shooting,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/PAK-Myong-Won-3027607/
115,Didar,KHAMZA,Kazakhstan,Judo,1,1,0,2,https://en.asiangames2018.id/athletes/athlete/KHAMZA-Didar-3029358/
209,EIYA,HASHIMOTO,Japan,Cycling Track,1,0,2,3,https://en.asiangames2018.id/athletes/athlete/HASHIMOTO-Eiya-3006470/
209,HAIYANG,QIN,China,Swimming,1,0,2,3,https://en.asiangames2018.id/athletes/athlete/QIN-Haiyang-3008773/
209,HUSNI,UBA,Indonesia,Sepaktakraw,1,0,2,3,https://en.asiangames2018.id/athletes/athlete/UBA-Husni-3020297/
209,RIZKY ABDUL RAHAN,PAGO,Indonesia,Sepaktakraw,1,0,2,3,https://en.asiangames2018.id/athletes/athlete/PAGO-Rizky-Abdul-Rahan-3020299/
209,SAIFUL,RIJAL,Indonesia,Sepaktakraw,1,0,2,3,https://en.asiangames2018.id/athletes/athlete/RIJAL-Saiful-3020307/
214,AKANE,YAMAGUCHI,Japan,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/YAMAGUCHI-Akane-3003586/
214,YUKI,FUKUSHIMA,Japan,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/FUKUSHIMA-Yuki-3003604/
214,SAYAKA,HIROTA,Japan,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/HIROTA-Sayaka-3003607/
214,SAKIKO,SHIMIZU,Japan,Swimming,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SHIMIZU-Sakiko-3006698/
214,RAY,BASSIL,Lebanon,Shooting,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/BASSIL-Ray-3006731/
214,KOKI,KANO,Japan,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KANO-Koki-3006937/
214,YIHSUAN,CHEN,Chinese Taipei,Archery,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/CHEN-Yihsuan-3006986/
214,SERA,AZUMA,Japan,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/AZUMA-Sera-3007012/
214,MOHD NAFIIZWAN,MOHD ADNAN,Malaysia,Squash,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/MOHD-ADNAN-Mohd-Nafiizwan-3007683/
214,MENGKAI,HUANG,China,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/HUANG-Mengkai-3008107/
214,RAMZY HAMAD,ALDUHAMI,Kingdom of Saudi Arabia,Equestrian,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/ALDUHAMI-Ramzy-Hamad-3008123/
214,JUNHUI,LI,China,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/LI-Junhui-3008819/
214,YUCHEN,LIU,China,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/LIU-Yuchen-3008821/
214,YILYU,WANG,China,Badminton,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/WANG-Yilyu-3008825/
214,Jin,Zhang,China,Artistic Gymnastics,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/ZHANG-Jin-3008936/
214,TOMOMI,SUGIMOTO,Japan,Archery,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SUGIMOTO-Tomomi-3009032/
214,KAIWEN,YU,Chinese Taipei,Soft Tennis,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/YU-Kaiwen-3009147/
214,JINGLIN,SHI,China,Swimming,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SHI-Jinglin-3009425/
214,Bingtian,Su,China,Athletics,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SU-Bingtian-3009608/
214,NICOL ANN,DAVID,Malaysia,Squash,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/DAVID-Nicol-Ann-3009659/
214,TIANSHI,ZHONG,China,Cycling Track,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/ZHONG-Tianshi-3010305/
214,Ali,Khamis,Bahrain,Athletics,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KHAMIS-Ali-3010778/
214,SEONGHOI,KOO,Republic of Korea,Bowling,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KOO-Seonghoi-3011356/
214,NAYOUNG,LEE,Republic of Korea,Bowling,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/LEE-Nayoung-3011362/
214,CHAEYOUNG,KANG,Republic of Korea,Archery,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KANG-Chaeyoung-3011464/
214,SHAOCHUAN,LU,Chinese Taipei,Shooting,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/LU-Shaochuan-3012445/
214,YOUNG KI,SON,Republic of Korea,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SON-Young-Ki-3012758/
214,HEE SOOK,JEON,Republic of Korea,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/JEON-Hee-Sook-3012823/
214,JIYEON,KIM,Republic of Korea,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Jiyeon-3012915/
214,Sungmin,KIM,Republic of Korea,Judo,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Sungmin-3013156/
214,Donghan,GWAK,Republic of Korea,Judo,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/GWAK-Donghan-3014429/
214,DONGHOON,KIM,Republic of Korea,Soft Tennis,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Donghoon-3014871/
214,BEOMJUN,KIM,Republic of Korea,Soft Tennis,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Beomjun-3014878/
214,JINHEE,BAEK,Republic of Korea,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/BAEK-Jinhee-3016029/
214,WOO YOUNG,JANG,Republic of Korea,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/JANG-Woo-Young-3016055/
214,XINYAN,ZHANG,China,Archery,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/ZHANG-Xinyan-3016079/
214,BIANCA,PAGDANGANAN,Philippines,Golf,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/PAGDANGANAN-Bianca-3016844/
214,HENING,PARADIGMA,Indonesia,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/PARADIGMA-Hening-3017795/
214,JONI,EFENDI,Indonesia,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/EFENDI-Joni-3017797/
214,RONI,PRATAMA,Indonesia,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/PRATAMA-Roni-3017799/
214,ARIS,APRIANSYAH,Indonesia,Paragliding,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/APRIANSYAH-Aris-3017800/
214,OU MOEUT,SALY,Cambodia,JetSki,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/SALY-Ou-Moeut-3018435/
214,AQSA,AQSA SUTAN ASWAR,Indonesia,JetSki,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/AQSA-SUTAN-ASWAR-Aqsa-3019036/
214,YUMI,KAJIHARA,Japan,Cycling Track,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KAJIHARA-Yumi-3024212/
214,Mashu,BAKER,Japan,Judo,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/BAKER-Mashu-3025828/
214,Yuki,Koike,Japan,Athletics,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KOIKE-Yuki-3026582/
214,Ryota,Yamagata,Japan,Athletics,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/YAMAGATA-Ryota-3026720/
214,RIKO,HAYASHIDA,Japan,Soft Tennis,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/HAYASHIDA-Riko-3027201/
214,YE SONG,JONG,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/JONG-Ye-Song-3027642/
214,SU HYANG,KIM,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Su-Hyang-3027646/
214,NANDINZAYA,GANKHUYAG,Mongolia,Shooting,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/GANKHUYAG-Nandinzaya-3028005/
214,DMITRIY,ALEXANIN,Kazakhstan,Fencing,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/ALEXANIN-Dmitriy-3028754/
214,JAE CHAN,HYUN,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/HYUN-Jae-Chan-3030247/
214,HYEON HEE,KIM,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KIM-Hyeon-Hee-3030250/
214,MIN JI,JO,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/JO-Min-Ji-3030251/
214,EUN JEONG,BYUN,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/BYUN-Eun-Jeong-3030252/
214,HYUN JUNG,JANG,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/JANG-Hyun-Jung-3030253/
214,YU SEUL,CHOI,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/CHOI-Yu-Seul-3030254/
214,YE LIN,LEE,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/LEE-Ye-Lin-3030255/
214,CHO HEE,KANG,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/KANG-Cho-Hee-3030256/
214,UN YONG,CHA,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/CHA-Un-Yong-3030435/
214,SU JONG,HO,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/HO-Su-Jong-3030437/
214,UN GYONG,CHA,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/CHA-Un-Gyong-3030438/
214,UN JONG,YUN,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/YUN-Un-Jong-3030439/
214,HYANG,RI,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/RI-Hyang-3030440/
214,MYONG SUK,TO,Korea,Canoe/Kayak Sprint,1,0,1,2,https://en.asiangames2018.id/athletes/athlete/TO-Myong-Suk-3030446/
280,SAFAA RASHID MOHMOOD,ALJUMAILI,Iraq,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALJUMAILI-Safaa-Rashid-Mohmood-3000012/
280,HASSAN,YAZDANICHARATI,IR Iran,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAZDANICHARATI-Hassan-3000169/
280,ALIREZA,KARIMIMACHIANI,IR Iran,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KARIMIMACHIANI-Alireza-3000173/
280,PARVIZ,HADIBASMANJ,IR Iran,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HADIBASMANJ-Parviz-3000182/
280,HOSSEIN,NOURI,IR Iran,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NOURI-Hossein-3000244/
280,MOHAMMADALI,GERAEI,IR Iran,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GERAEI-Mohammadali-3000253/
280,Haidar,Al Rasheed,Jordan,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AL-RASHEED-Haidar-3000267/
280,BAHMAN,ASGARI GHONCHEH,IR Iran,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ASGARI-GHONCHEH-Bahman-3000376/
280,SAJAD,GANJZADEH,IR Iran,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GANJZADEH-Sajad-3000386/
280,JULYANA,AL SADEQ,Jordan,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AL-SADEQ-Julyana-3000404/
280,Saori,Ariyoshi,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARIYOSHI-Saori-3000413/
280,Yui,Hasegawa,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HASEGAWA-Yui-3000415/
280,Sakiko,Ikeda,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IKEDA-Sakiko-3000425/
280,Risa,Shimizu,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHIMIZU-Risa-3000438/
280,Yuika,Sugasawa,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUGASAWA-Yuika-3000440/
280,Rin,Sumida,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUMIDA-Rin-3000441/
280,Mina,Tanaka,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Mina-3000443/
280,Ayaka,Yamashita,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMASHITA-Ayaka-3000444/
280,,Arpinder Singh,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARPINDER-SINGH-3000712/
280,Neeraj,Chopra,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOPRA-Neeraj-3000754/
280,Saritaben Laxmanbhai,Gayakwad,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GAYAKWAD-Saritaben-Laxmanbhai-3000772/
280,RUSLAN,NURUDINOV,Uzbekistan,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NURUDINOV-Ruslan-3000794/
280,Swapna,Barman,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BARMAN-Swapna-3000811/
280,Tajinderpal Singh,Toor,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TOOR-Tajinderpal-Singh-3000812/
280,KAMOLIDDIN,KHOLMAMATOV,Uzbekistan,Sambo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHOLMAMATOV-Kamoliddin-3000848/
280,,AMIT,India,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AMIT-3000854/
280,BEKZOD,ABDURAKHMONOV,Uzbekistan,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABDURAKHMONOV-Bekzod-3000921/
280,MOHSEN,MOHAMMADSEIFI,IR Iran,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOHAMMADSEIFI-Mohsen-3000972/
280,MUMINJON,ABDULLAEV,Uzbekistan,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABDULLAEV-Muminjon-3001008/
280,ERFAN,AHANGARIAN,IR Iran,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AHANGARIAN-Erfan-3001085/
280,Tomomi,Kozasa,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KOZASA-Tomomi-3001205/
280,Yume,Okuroda,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OKURODA-Yume-3001206/
280,Noriko,Taniguchi,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANIGUCHI-Noriko-3001207/
280,Raichierumiyo,Bativakalolo,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BATIVAKALOLO-Raichierumiyo-3001209/
280,Yukari,Tateyama,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TATEYAMA-Yukari-3001211/
280,Fumikoedeiburijietto,Otake,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OTAKE-Fumikoedeiburijietto-3001213/
280,Iroha,Nagata,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAGATA-Iroha-3001216/
280,Emii,Tanaka,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Emii-3001218/
280,Riho,Kurogi,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUROGI-Riho-3001224/
280,DENIS,ISTOMIN,Uzbekistan,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ISTOMIN-Denis-3001262/
280,SHAKHBOZ,KHOLMURZAEV,Uzbekistan,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHOLMURZAEV-Shakhboz-3001332/
280,AKANE,KUROKI,Japan,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUROKI-Akane-3001410/
280,Reza,Ali Pour Shenazandi Fard,IR Iran,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALIPOUR-Reza-3001641/
280,NIKITA,RAFALOVICH,Uzbekistan,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RAFALOVICH-Nikita-3002243/
280,Min Kimberly,Lim,Singapore,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIM-Min-Kimberly-3002321/
280,Rui Qi Cecilia,Low,Singapore,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LOW-Rui-Qi-Cecilia-3002322/
280,Ahmed Tijan,Janko,Qatar,Beach Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JANKO-Ahmed-Tijan-3002544/
280,Cherif Younousse,Samba,Qatar,Beach Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAMBA-Cherif-Younousse-3002551/
280,JUNHUA,HUANG,"Macau, China",Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HUANG-Junhua-3002558/
280,MUKHSIN,KHISOMIDDINOV,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHISOMIDDINOV-Mukhsin-3002608/
280,KUMUSH,YULDASHOVA,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YULDASHOVA-Kumush-3002609/
280,GULNOR,SULAYMANOVA,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SULAYMANOVA-Gulnor-3002612/
280,DILDOR,SHERMETOVA,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHERMETOVA-Dildor-3002613/
280,SHERMUKHAMMAD,JANDREEV,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JANDREEV-Shermukhammad-3002615/
280,MARUF,GAYBULLOEV,Uzbekistan,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GAYBULLOEV-Maruf-3002616/
280,Ashraf,Elseify,Qatar,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ELSEIFY-Ashraf-3002906/
280,Mohamed,Mohamed,Qatar,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOHAMED-Mohamed-3002945/
280,MIRAZIZBEK,MIRZAKHALILOV,Uzbekistan,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIRZAKHALILOV-Mirazizbek-3002948/
280,Mohamed,Abbas,Qatar,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABBAS-Mohamed-3002953/
280,BOBO USMON,BATUROV,Uzbekistan,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BATUROV-Bobo-Usmon-3002963/
280,Frankis,Marzo,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MARZO-Frankis-3003019/
280,Firas,Chaieb,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHAIEB-Firas-3003020/
280,Allaedine,Berrached,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BERRACHED-Allaedine-3003021/
280,Abdulrazzaq,Murad,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MURAD-Abdulrazzaq-3003029/
280,Rasheed,Yusuff,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUSUFF-Rasheed-3003033/
280,Rafael,Capote,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CAPOTE-Rafael-3003034/
280,Danijel,Saric,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SARIC-Danijel-3003036/
280,Bertrand,Roine,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ROINE-Bertrand-3003098/
280,Anis,Zouaoui,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZOUAOUI-Anis-3003106/
280,Ahmad,Madadi,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MADADI-Ahmad-3003115/
280,Ameen,Zakkar,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZAKKAR-Ameen-3003119/
280,Moustafa,Heiba,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HEIBA-Moustafa-3003122/
280,Wajdi,Sinen,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SINEN-Wajdi-3003217/
280,THANH HUYEN,TA,Vietnam,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TA-Thanh-Huyen-3003222/
280,THI THAO,LUONG,Vietnam,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LUONG-Thi-Thao-3003224/
280,THI LY,HO,Vietnam,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HO-Thi-Ly-3003340/
280,THI THAO,PHAM,Vietnam,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PHAM-Thi-Thao-3003341/
280,Yousef,Ali,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALI-Yousef-3003354/
280,Svetlana,Radzivil,Uzbekistan,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RADZIVIL-Svetlana-3003359/
280,AYA,OHORI,Japan,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OHORI-Aya-3003587/
280,SAYAKA,SATO,Japan,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SATO-Sayaka-3003591/
280,NOZOMI,OKUHARA,Japan,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OKUHARA-Nozomi-3003597/
280,KOHARU,YONEMOTO,Japan,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YONEMOTO-Koharu-3003613/
280,ARISA,HIGASHINO,Japan,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HIGASHINO-Arisa-3003619/
280,BEHDAD,SALIMIKORDASIABI,IR Iran,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SALIMIKORDASIABI-Behdad-3003627/
280,SOHRAB,MORADI,IR Iran,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MORADI-Sohrab-3003633/
280,Diyorbek,UROZBOEV,Uzbekistan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UROZBOEV-Diyorbek-3004067/
280,Amine,Guehis,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GUEHIS-Amine-3004253/
280,SIRIWAT,SAKHA,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAKHA-Siriwat-3004258/
280,SEKSAN,TUBTONG,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TUBTONG-Seksan-3004259/
280,THAWISAK,THONGSAI,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/THONGSAI-Thawisak-3004260/
280,WICHAN,TEMKORT,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TEMKORT-Wichan-3004264/
280,THANAWAT,CHUMSENA,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHUMSENA-Thanawat-3004302/
280,Thi Thu Thao,Bui,Vietnam,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BUI-Thi-Thu-Thao-3004331/
280,SITTIPONG,KHAMCHAN,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHAMCHAN-Sittipong-3004369/
280,KRITSANAPONG,NONTAKOTE,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NONTAKOTE-Kritsanapong-3004372/
280,SURIYON,KOONPIMON,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KOONPIMON-Suriyon-3004373/
280,JANTARIT,KHUKAEO,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHUKAEO-Jantarit-3004375/
280,NISA,THANAATTAWUT,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/THANAATTAWUT-Nisa-3004402/
280,KAEWJAI,PUMSAWANGKAEW,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PUMSAWANGKAEW-Kaewjai-3004406/
280,THIDARAT,SODA,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SODA-Thidarat-3004409/
280,THITIMA,MAHAKUSOL,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MAHAKUSOL-Thitima-3004410/
