rank,name,surname,country,sport,gold,silver,bronze,medals,url
149,Rasheed,Yusuff,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUSUFF-Rasheed-3003033/
149,Rafael,Capote,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CAPOTE-Rafael-3003034/
149,Danijel,Saric,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SARIC-Danijel-3003036/
149,Bertrand,Roine,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ROINE-Bertrand-3003098/
149,Anis,Zouaoui,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZOUAOUI-Anis-3003106/
149,Ahmad,Madadi,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MADADI-Ahmad-3003115/
149,Ameen,Zakkar,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZAKKAR-Ameen-3003119/
149,Moustafa,Heiba,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HEIBA-Moustafa-3003122/
149,Wajdi,Sinen,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SINEN-Wajdi-3003217/
149,Yousef,Ali,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALI-Yousef-3003354/
149,BEHDAD,SALIMIKORDASIABI,IR Iran,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SALIMIKORDASIABI-Behdad-3003627/
149,SOHRAB,MORADI,IR Iran,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MORADI-Sohrab-3003633/
149,Diyorbek,UROZBOEV,Uzbekistan,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UROZBOEV-Diyorbek-3004067/
149,Amine,Guehis,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GUEHIS-Amine-3004253/
149,SIRIWAT,SAKHA,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAKHA-Siriwat-3004258/
149,SEKSAN,TUBTONG,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TUBTONG-Seksan-3004259/
149,THAWISAK,THONGSAI,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/THONGSAI-Thawisak-3004260/
149,WICHAN,TEMKORT,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TEMKORT-Wichan-3004264/
149,THANAWAT,CHUMSENA,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHUMSENA-Thanawat-3004302/
149,SITTIPONG,KHAMCHAN,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHAMCHAN-Sittipong-3004369/
149,KRITSANAPONG,NONTAKOTE,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NONTAKOTE-Kritsanapong-3004372/
149,SURIYON,KOONPIMON,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KOONPIMON-Suriyon-3004373/
149,JANTARIT,KHUKAEO,Thailand,Sepaktakraw,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHUKAEO-Jantarit-3004375/
149,JASURBEK,LATIPOV,Uzbekistan,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LATIPOV-Jasurbek-3004791/
149,ISRAIL,MADRIMOV,Uzbekistan,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MADRIMOV-Israil-3004794/
149,IKBOLJON,KHOLDAROV,Uzbekistan,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHOLDAROV-Ikboljon-3004796/
149,VADIM,MENKOV,Uzbekistan,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MENKOV-Vadim-3005051/
149,SHAKHBOZ,ABDUJABBOROV,Uzbekistan,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABDUJABBOROV-Shakhboz-3005067/
149,Torokan,Bagynbai Uulu,Kyrgyzstan,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BAGYNBAI-UULU-Torokan-3005496/
149,TOMOYUKI,SASAKI,Japan,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SASAKI-Tomoyuki-3006017/
149,SHOGO,WADA,Japan,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WADA-Shogo-3006020/
149,SHUSAKU,ASATO,Japan,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ASATO-Shusaku-3006022/
149,Muhammad Fauzi,Kaman Shah,Malaysia,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAMAN-SHAH-Muhammad-Fauzi-3006102/
149,DINH NAM,TRAN,Vietnam,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TRAN-Dinh-Nam-3006281/
149,VAN TRI,NGUYEN,Vietnam,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NGUYEN-van-Tri-3006303/
149,Faisal,Alketbi,United Arab Emirates,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALKETBI-Faisal-3006412/
149,Goran,Stojanovic,Qatar,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/STOJANOVIC-Goran-3006570/
149,Takashi,Yoshikawa,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YOSHIKAWA-Takashi-3006600/
149,Yusuke,Takano,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAKANO-Yusuke-3006604/
149,Manabu,Yamashita,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMASHITA-Manabu-3006609/
149,Hirotaka,Zendana,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZENDANA-Hirotaka-3006612/
149,Masaki,Ohashi,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OHASHI-Masaki-3006620/
149,Shota,Yamada,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMADA-Shota-3006626/
149,Yoshiki,Kirishita,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIRISHITA-Yoshiki-3006640/
149,Kenji,Kitazato,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KITAZATO-Kenji-3006644/
149,JING,LIU,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Jing-3006647/
149,Genki,Mitani,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MITANI-Genki-3006650/
149,Seren,Tanaka,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Seren-3006653/
149,Suguru,Hoshi,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOSHI-Suguru-3006659/
149,Hiromasa,Ochiai,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OCHIAI-Hiromasa-3006663/
149,KEYAKI,IKE,Japan,Skateboard,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IKE-Keyaki-3006666/
149,XU,HOU,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOU-Xu-3006673/
149,Kaito,Tanaka,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Kaito-3006675/
149,Kenta,Tanaka,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANAKA-Kenta-3006679/
149,Kazuma,Murata,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MURATA-Kazuma-3006681/
149,Kentaro,Fukuda,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FUKUDA-Kentaro-3006697/
149,Koji,Yamasaki,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMASAKI-Koji-3006701/
149,Kota,Watanabe,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WATANABE-Kota-3006706/
149,KENSUKE,SASAOKA,Japan,Skateboard,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SASAOKA-Kensuke-3006717/
149,ALAIN,MOUSSA,Lebanon,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOUSSA-Alain-3006724/
149,YOSHIAKI,HIROKAWA,Japan,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HIROKAWA-Yoshiaki-3006745/
149,TARO,KAMIYAMA,Japan,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAMIYAMA-Taro-3006757/
149,YOSHIKI,KUREMOTO,Japan,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUREMOTO-Yoshiki-3006767/
149,YOSHIAKI,NAKAGAWA,Japan,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAKAGAWA-Yoshiaki-3006770/
149,TAKUO,IWASAKI,Japan,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IWASAKI-Takuo-3006784/
149,CHIHCHUN,TANG,Chinese Taipei,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANG-Chihchun-3006831/
149,CHUNHENG,WEI,Chinese Taipei,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WEI-Chunheng-3006837/
149,WEIMIN,LUO,Chinese Taipei,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LUO-Weimin-3006843/
149,KAZUYASU,MINOBE,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MINOBE-Kazuyasu-3006932/
149,SATORU,UYAMA,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/UYAMA-Satoru-3006935/
149,MASARU,YAMADA,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAMADA-Masaru-3006939/
149,YUPING,PAN,Chinese Taipei,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PAN-Yuping-3006952/
149,,SAWARN SINGH,India,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAWARN-SINGH-3007092/
149,DATTU BABAN,BHOKANAL,India,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BHOKANAL-Dattu-Baban-3007104/
149,,OM PRAKASH,India,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OM-PRAKASH-3007120/
149,Chih Kai,Lee,Chinese Taipei,Artistic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Chih-Kai-3007262/
149,SUKHMEET,SINGH,India,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SINGH-Sukhmeet-3007342/
149,JINGKUN,LIANG,China,Table Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIANG-Jingkun-3007512/
149,CHEE WERN,YUEN,Malaysia,Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUEN-Chee-Wern-3007687/
149,EAIN YOW,NG,Malaysia,Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NG-Eain-Yow-3007694/
149,MOHAMMAD SYAFIQ,MOHD KAMAL,Malaysia,Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOHD-KAMAL-Mohammad-Syafiq-3007702/
149,,Manjit Singh,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MANJIT-SINGH-3008115/
149,ABDULLAH WALEED,SHARBATLY,Kingdom of Saudi Arabia,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHARBATLY-Abdullah-Waleed-3008117/
149,KHALED ABDULRAHMAN,ALMOBTY,Kingdom of Saudi Arabia,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALMOBTY-Khaled-Abdulrahman-3008128/
149,KHALED ABDULAZIZ,ALEID,Kingdom of Saudi Arabia,Equestrian,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALEID-Khaled-Abdulaziz-3008130/
149,JAI,ANGSUTHASAWIT,Thailand,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ANGSUTHASAWIT-Jai-3008174/
149,Hossein,Keyhani,IR Iran,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KEYHANI-Hossein-3008375/
149,Ehsan,Hadadi,IR Iran,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HADADI-Ehsan-3008528/
149,SHINOBU,OTA,Japan,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OTA-Shinobu-3008695/
149,LONG,CHEN,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Long-3008801/
149,YUQI,SHI,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHI-Yuqi-3008803/
149,BIN,QIAO,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/QIAO-Bin-3008805/
149,CHENG,LIU,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Cheng-3008814/
149,NAN,ZHANG,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Nan-3008816/
149,FEI,XUE,China,Table Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XUE-Fei-3008955/
149,ELYAS,ALI AKBARI,IR Iran,Kurash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALI-AKBARI-Elyas-3009008/
149,TAKAHARU,FURUKAWA,Japan,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FURUKAWA-Takaharu-3009016/
149,Yu,Wang,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Yu-3009096/
149,Jianan,Wang,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Jianan-3009198/
149,Dong,Dong,China,Trampoline Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DONG-Dong-3009248/
149,Shuo,Fang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FANG-Shuo-3009470/
149,Wenjun,Xie,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XIE-Wenjun-3009564/
149,AISEN,CHEN,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Aisen-3009728/
149,Qi,Zhou,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHOU-Qi-3009851/
149,Zhelin,Wang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Zhelin-3009858/
149,LIANG,GUO,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GUO-Liang-3009908/
149,JIANXIN,LI,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Jianxin-3009913/
149,CHENLU,QIN,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/QIN-Chenlu-3009939/
149,CHAO,XU,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XU-Chao-3009970/
149,CHAOHUA,XUE,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XUE-Chaohua-3009976/
149,YU,ZHOU,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHOU-Yu-3009983/
149,HAO,MA,China,Cycling Mountain Bike,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MA-Hao-3010032/
149,ZHONG,FU,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FU-Zhong-3010086/
149,ZHAOHUA,WU,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WU-Zhaohua-3010114/
149,LIANG,LI,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Liang-3010120/
149,YONGHONG,XUN,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XUN-Yonghong-3010124/
149,YIZHUO,ZHANG,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Yizhuo-3010232/
149,PINGAN,SHEN,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHEN-Pingan-3010361/
149,JIANFENG,PENG,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PENG-Jianfeng-3010367/
149,HAO,WANG,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Hao-3010594/
149,SONG,XING,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XING-Song-3010600/
149,QIANG,LI,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Qiang-3010614/
149,HAO,YANG,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Hao-3010652/
149,Abbas,Abbas,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABBAS-Abbas-3010779/
149,Birhanu,Balew,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BALEW-Birhanu-3010790/
149,Hassan,Chani,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHANI-Hassan-3010798/
149,HAO,LIU,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Hao-3010847/
149,DAN,LIN,China,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Dan-3010953/
149,HEEWON,KANG,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KANG-Heewon-3011352/
149,JONGWOOK,KIM,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Jongwook-3011353/
149,BOKEUM,CHOI,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Bokeum-3011354/
149,HAE SOL,HONG,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HONG-Hae-Sol-3011355/
149,Abudushalamu,Abudurexiti,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABUDUREXITI-Abudushalamu-3011390/
149,Changdong,Yu,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YU-Changdong-3011403/
149,Xin,QUAN,China,Canoe/Kayak Slalom,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/QUAN-Xin-3011440/
149,Hanlin,Dong,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DONG-Hanlin-3011444/
149,YONGHEE,CHOI,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Yonghee-3011470/
149,SUNG HO,HONG,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HONG-Sung-Ho-3011471/
149,Tailong,Zhao,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHAO-Tailong-3011476/
149,Zhixuan,Liu,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Zhixuan-3011517/
149,Minghui,Sun,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUN-Minghui-3011529/
149,Tsucheng,Chao,Chinese Taipei,Roller Skate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHAO-Tsucheng-3011617/
149,JIAN,YANG,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Jian-3011732/
149,TINGKAI,BU,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BU-Tingkai-3012021/
149,DONG,ZHANG,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Dong-3012066/
149,Gong,Chen,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Gong-3012094/
149,Yanyuhang,Ding,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DING-Yanyuhang-3012142/
149,Rui,Zhao,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHAO-Rui-3012146/
149,ZHOULI,CHEN,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Zhouli-3012184/
149,PEIYUAN,SUN,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUN-Peiyuan-3012230/
149,HSINLUNG,YANG,Chinese Taipei,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Hsinlung-3012235/
149,GUOSHUN,SHEN,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHEN-Guoshun-3012423/
149,Kun,Bi,China,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BI-Kun-3012678/
149,Hao,Chen,China,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Hao-3012679/
149,KWANGHYUN,LEE,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Kwanghyun-3012756/
149,TAEGYU,HA,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HA-Taegyu-3012766/
149,JUN,HEO,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HEO-Jun-3012768/
149,JUNGHWAN,KIM,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Junghwan-3012801/
149,JUNHO,KIM,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Junho-3012817/
149,Bingqiang,Zeng,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZENG-Bingqiang-3012897/
149,Wenwei,Huang,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HUANG-Wenwei-3012909/
149,Hailiang,Xiao,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XIAO-Hailiang-3012913/
149,WOONGTAE,JUN,Republic of Korea,Modern Pentathlon,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JUN-Woongtae-3013218/
149,HYUNSU,PARK,Republic of Korea,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Hyunsu-3013344/
149,BAJRANG,BAJRANG,India,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BAJRANG-Bajrang-3013510/
149,ATTAPON,KUNSA,Thailand,JetSki,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUNSA-Attapon-3013662/
149,GIYEONG,IM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IM-Giyeong-3013821/
149,HYEONJONG,YANG,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Hyeonjong-3013828/
149,CHIHONG,AN,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AN-Chihong-3013839/
149,YONGCHAN,LEE,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Yongchan-3013846/
149,CHIGUK,PARK,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Chiguk-3013849/
149,DEOKJU,HAM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAM-Deokju-3013856/
149,EUIJI,YANG,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Euiji-3013917/
149,JAEHWAN,KIM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Jaehwan-3013937/
149,AHSEOP,SON,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SON-Ahseop-3013959/
149,MINWOO,PARK,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Minwoo-3014005/
149,JONGHUN,PARK,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Jonghun-3014042/
149,JAEWON,LEE,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Jaewon-3014059/
149,CHANKYU,IM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IM-Chankyu-3014087/
149,JIHWAN,OH,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OH-Jihwan-3014130/
149,Jeemin,Ha,Republic of Korea,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HA-Jeemin-3014133/
149,HYUNSOO,KIM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Hyunsoo-3014137/
149,WONTAE,CHOI,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Wontae-3014149/
149,BYUNGHO,PARK,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Byungho-3014157/
149,HASEONG,KIM,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Haseong-3014170/
149,JUNGHOO,LEE,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Junghoo-3014173/
149,WOORAM,JUNG,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JUNG-Wooram-3014185/
149,PILLJOON,JANG,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JANG-Pilljoon-3014210/
149,CHUNGYEON,CHOI,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Chungyeon-3014214/
149,HAE MIN,PARK,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Hae-Min-3014242/
149,JAEGYUN,HWANG,Republic of Korea,Baseball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Jaegyun-3014267/
149,DIVIJ,SHARAN,India,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHARAN-Divij-3014270/
149,ROHAN MANCHANDA,BOPANNA,India,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BOPANNA-Rohan-Manchanda-3014327/
149,Baul,AN,Republic of Korea,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AN-Baul-3014426/
149,HANSU,RYU,Republic of Korea,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RYU-Hansu-3014638/
149,HYO CHUL,CHO,Republic of Korea,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHO-Hyo-Chul-3014678/
149,JEEHEON,JEON,Republic of Korea,Soft Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JEON-Jeeheon-3014876/
149,TAEHUN,KIM,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Taehun-3014974/
149,DAEHOON,LEE,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Daehoon-3014976/
149,YEONGHUN,HAN,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAN-Yeonghun-3015023/
