rank,name,surname,country,sport,gold,silver,bronze,medals,url
132,Guannan,Niu,China,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NIU-Guannan-3005615/
132,FENG,ZHOU,China,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHOU-Feng-3005918/
132,JUNHUA,YIN,China,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YIN-Junhua-3005992/
132,MIRAI,ISHIMOTO,Japan,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ISHIMOTO-Mirai-3006106/
132,AKIYO,NOGUCHI,Japan,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NOGUCHI-Akiyo-3006300/
132,QI,SHEN,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHEN-Qi-3006512/
132,WENFEI,WANG,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Wenfei-3006632/
132,KANAKO,WATANABE,Japan,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WATANABE-Kanako-3006677/
132,SAKURA,YOSOZUMI,Japan,Skateboard,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YOSOZUMI-Sakura-3006758/
132,SUMIRE,TSUJI,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TSUJI-Sumire-3007016/
132,KARIN,MIYAWAKI,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIYAWAKI-Karin-3007021/
132,KOMAKI,KIKUCHI,Japan,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIKUCHI-Komaki-3007083/
132,MINGYU,ZHANG,China,Modern Pentathlon,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Mingyu-3007153/
132,QIAN,ZHOU,China,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHOU-Qian-3007502/
132,SHIAUSHUANG,GU,Chinese Taipei,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GU-Shiaushuang-3007578/
132,TZUYUN,WEN,Chinese Taipei,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WEN-Tzuyun-3007585/
132,HIDILYN,DIAZ,Philippines,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DIAZ-Hidilyn-3007983/
132,HSINGCHUN,KUO,Chinese Taipei,Weightlifting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUO-Hsingchun-3008396/
132,XINGTONG,CHEN,China,Table Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Xingtong-3008449/
132,Lijiao,Gong,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GONG-Lijiao-3008459/
132,RAHI JEEVAN,SARNOBAT,India,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SARNOBAT-Rahi-Jeevan-3008565/
132,YIFAN,XU,China,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XU-Yifan-3008611/
132,Jinru,Liu,China,Artistic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Jinru-3008906/
132,Ano,Kuwai,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUWAI-Ano-3008914/
132,Chiharu,Nakamura,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAKAMURA-Chiharu-3008941/
132,YULING,ZHU,China,Table Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHU-Yuling-3009127/
132,Vismaya,Velluva Koroth,India,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/VELLUVA-KOROTH-Vismaya-3009140/
132,Lingling,Liu,China,Trampoline Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Lingling-3009254/
132,CHANTIKA,CHAISANUK,Thailand,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHAISANUK-Chantika-3009286/
132,NARUBHORN,WATHAYA,Thailand,Paragliding,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WATHAYA-Narubhorn-3009287/
132,YANHAN,AI,China,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AI-Yanhan-3009414/
132,DUO,SHEN,China,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHEN-Duo-3009421/
132,ZHAOXUAN,YANG,China,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Zhaoxuan-3009422/
132,QIANG,WANG,China,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Qiang-3009428/
132,YAXIN,LIU,China,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Yaxin-3009453/
132,Shiying,Liu,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Shiying-3009458/
132,Na,Luo,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LUO-Na-3009468/
132,POYA,SU,Chinese Taipei,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SU-Poya-3009487/
132,HYUN MI,KIM,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Hyun-Mi-3009621/
132,Fan,Wang,China,Beach Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Fan-3009691/
132,Xinyi,Xia,China,Beach Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XIA-Xinyi-3009693/
132,YANI,CHANG,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHANG-Yani-3009725/
132,MARGIELYN,DIDAL,Philippines,Skateboard,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DIDAL-Margielyn-3009804/
132,YUHAN,ZHANG,China,Swimming,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Yuhan-3009871/
132,Jiayu,Yang,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Jiayu-3010108/
132,YAJIE,SI,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SI-Yajie-3010144/
132,JINGRONG,RAN,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RAN-Jingrong-3010239/
132,SHAOHONG,WU,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WU-Shaohong-3010243/
132,JINGHUI,YANG,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Jinghui-3010246/
132,AIPING,ZHU,China,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHU-Aiping-3010252/
132,BIANWA,YAO,China,Cycling Mountain Bike,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAO-Bianwa-3010350/
132,YANAN,MA,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MA-Yanan-3010556/
132,ZONGSHI,LUO,China,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LUO-Zongshi-3010702/
132,JIALI,YANG,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YANG-Jiali-3010813/
132,JIEYI,HUANG,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HUANG-Jieyi-3010819/
132,Yueru,Li,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yueru-3010831/
132,SHENG,LIN,China,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Sheng-3010959/
132,Winfred,Yavi,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAVI-Winfred-3010996/
132,Rose,Chelimo,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHELIMO-Rose-3011003/
132,QING,MA,China,Canoe/Kayak Sprint,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MA-Qing-3011288/
132,BYUL,HAN,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAN-Byul-3011363/
132,SEOYEON,RYU,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RYU-Seoyeon-3011364/
132,SEUNGJA,BAEK,Republic of Korea,Bowling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/BAEK-Seungja-3011365/
132,Xu,Han,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAN-Xu-3011388/
132,Shi,CHEN,China,Canoe/Kayak Slalom,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Shi-3011451/
132,HYEJIN,CHANG,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHANG-Hyejin-3011457/
132,EUNGYEONG,LEE,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Eungyeong-3011462/
132,BOMIN,CHOI,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Bomin-3011480/
132,YUN SOO,SONG,Republic of Korea,Archery,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SONG-Yun-Soo-3011483/
132,Mengran,Sun,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUN-Mengran-3011601/
132,Jiacen,Liu,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Jiacen-3011634/
132,Ting,Shao,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHAO-Ting-3011641/
132,Mengchu,Li,Chinese Taipei,Roller Skate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Mengchu-3011650/
132,Xiaotong,Liu,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIU-Xiaotong-3011659/
132,Sijing,Huang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HUANG-Sijing-3011664/
132,Xuemeng,Wang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Xuemeng-3011673/
132,Yingying,Li,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yingying-3011677/
132,Ting,Zhu,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHU-Ting-3011685/
132,Meng,Li,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Meng-3011697/
132,Ni,Yan,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAN-Ni-3011703/
132,Mingyuan,Hu,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HU-Mingyuan-3011708/
132,Lili,Wang,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Lili-3011709/
132,Xinyue,Yuan,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YUAN-Xinyue-3011723/
132,Yuan,Li,China,Basketball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yuan-3011725/
132,MINJIE,ZHANG,China,Diving,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Minjie-3011796/
132,Hyelim,Jung,Republic of Korea,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JUNG-Hyelim-3011866/
132,CHENGZI,XU,China,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/XU-Chengzi-3011920/
132,Xia,Ding,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DING-Xia-3012020/
132,Linyu,Diao,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DIAO-Linyu-3012027/
132,Chunlei,Zeng,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZENG-Chunlei-3012029/
132,Xiangyu,Gong,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GONG-Xiangyu-3012032/
132,Li,Lin,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Li-3012068/
132,Mengjie,Wang,China,Volleyball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Mengjie-3012075/
132,Yang,Chen,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Yang-3012200/
132,MENGJIAO,GUO,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GUO-Mengjiao-3012251/
132,YUEYAO,LI,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yueyao-3012263/
132,YIZU,LU,Chinese Taipei,Bridge,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LU-Yizu-3012270/
132,YEONJI,OH,Republic of Korea,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/OH-Yeonji-3012285/
132,Yingyun,Li,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Yingyun-3012310/
132,YINGSHIN,LIN,Chinese Taipei,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Yingshin-3012388/
132,TZUYING,TAI,Chinese Taipei,Badminton,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAI-Tzuying-3012518/
132,Yue,Tan,China,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TAN-Yue-3012684/
132,LU,TANG,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TANG-Lu-3012902/
132,JISU,YOON,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YOON-Jisu-3012926/
132,SEONA,HWANG,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HWANG-Seona-3012930/
132,SOOYEON,CHOI,Republic of Korea,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Sooyeon-3012933/
132,YINGYING,CAI,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CAI-Yingying-3012967/
132,Mira,Park,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Mira-3012987/
132,Saeyoung,Park,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PARK-Saeyoung-3012996/
132,Sumin,Choi,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOI-Sumin-3013000/
132,Eunjoo,Shin,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SHIN-Eunjoo-3013011/
132,Hairim,Song,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SONG-Hairim-3013022/
132,Miseul,Han,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HAN-Miseul-3013029/
132,Jihae,Jung,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JUNG-Jihae-3013032/
132,On A,Kim,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-On-A-3013034/
132,Hyojin,Lee,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Hyojin-3013036/
132,Jieun,Song,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SONG-Jieun-3013039/
132,Yura,Jung,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JUNG-Yura-3013044/
132,Sojeong,Yu,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YU-Sojeong-3013047/
132,Seonhwa,Kim,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Seonhwa-3013056/
132,Hyunji,Yoo,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YOO-Hyunji-3013061/
132,Eunhye,Kang,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KANG-Eunhye-3013066/
132,Boeun,Gim,Republic of Korea,Handball,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GIM-Boeun-3013068/
132,HYUNJI,KIM,Republic of Korea,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KIM-Hyunji-3013081/
132,Yume,Hirano,Japan,Rugby Sevens,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HIRANO-Yume-3013455/
132,MINGYE,ZHU,China,Fencing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHU-Mingye-3013463/
132,YARU,ZHANG,China,Cycling BMX,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Yaru-3013582/
132,JUNHONG,LIN,China,Cycling Track,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Junhong-3013583/
132,XINYI,QI,China,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/QI-Xinyi-3013914/
132,VINESH,VINESH,India,Wrestling,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/VINESH-Vinesh-3014407/
132,Bokyeong,JEONG,Republic of Korea,Judo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JEONG-Bokyeong-3014434/
132,Peina,Chen,China,Sailing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Peina-3014491/
132,Chunyu,Wang,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Chunyu-3014656/
132,DABIN,LEE,Republic of Korea,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Dabin-3014996/
132,XINQIU,ZHANG,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Xinqiu-3015167/
132,Ling,Li,China,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Ling-3015254/
132,Cong,Zhang,China,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Cong-3015308/
132,XIAOYAN,YIN,China,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YIN-Xiaoyan-3015485/
132,XIAOJING,JI,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JI-Xiaojing-3015513/
132,QINGNIAN,LI,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Qingnian-3015530/
132,YUAN,CHANG,China,Boxing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHANG-Yuan-3015626/
132,QIAN,WANG,China,Shooting,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Qian-3016076/
132,MIN,ZHANG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Min-3016283/
132,JINGJING,LI,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LI-Jingjing-3016297/
132,GUORU,LIANG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIANG-Guoru-3016319/
132,YAN,JIANG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JIANG-Yan-3016832/
132,DANDAN,PAN,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PAN-Dandan-3016840/
132,LOIS KAYE,GO,Philippines,Golf,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GO-Lois-Kaye-3016859/
132,XINYU,LIN,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LIN-Xinyu-3016898/
132,LIQIN,YI,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YI-Liqin-3016905/
132,YUNXIA,CHEN,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHEN-Yunxia-3016926/
132,RUI,JU,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JU-Rui-3016930/
132,FEI,WANG,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WANG-Fei-3016933/
132,LINLIN,GUO,China,Rowing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GUO-Linlin-3016989/
132,Hajar,Alkhaldi,Bahrain,Athletics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ALKHALDI-Hajar-3017169/
132,DEFIA,ROSMANIAR,Indonesia,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ROSMANIAR-Defia-3017222/
132,Seojeong,Yeo,Republic of Korea,Artistic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YEO-Seojeong-3017428/
132,Jing,Zhang,China,Water Polo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Jing-3017551/
132,Jiayin,Jiang,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/JIANG-Jiayin-3019434/
132,Zhiting,Zhang,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ZHANG-Zhiting-3019443/
132,TIARA ANDINI,PRASTIKA,Indonesia,Cycling Mountain Bike,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PRASTIKA-Tiara-Andini-3019881/
132,LINDSWELL,LINDSWELL,Indonesia,Wushu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LINDSWELL-Lindswell-3020139/
132,Dilixiati,Dilina,China,Basketball 3x3,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DILINA-Dilixiati-3020678/
132,PANIPAK,WONGPATTANAKIT,Thailand,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WONGPATTANAKIT-Panipak-3021048/
132,Adilya,Tlekenova,Kazakhstan,Rhythmic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TLEKENOVA-Adilya-3021297/
132,Dayana,Abdirbekova,Kazakhstan,Rhythmic Gymnastics,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ABDIRBEKOVA-Dayana-3021299/
132,KOTCHAWAN,CHOMCHUEN,Thailand,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHOMCHUEN-Kotchawan-3021549/
132,PHENKANYA,PHAISANKIATTIKUN,Thailand,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/PHAISANKIATTIKUN-Phenkanya-3021550/
132,ORNAWEE,SIRISAHAKIT,Thailand,Taekwondo,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SIRISAHAKIT-Ornawee-3021551/
132,GUZALIYA,GAFUROVA,Kazakhstan,Karate,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/GAFUROVA-Guzaliya-3021597/
132,Sallsabillah,Rajiah,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/RAJIAH-Sallsabillah-3022180/
132,Fitriyani,Fitriyani,Indonesia,Sport Climbing,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/FITRIYANI-Fitriyani-3022183/
132,Jessa,Khan,Cambodia,Ju-Jitsu,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KHAN-Jessa-3022394/
132,ALDILA,SUTJIADI,Indonesia,Tennis,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SUTJIADI-Aldila-3022487/
132,Aki,YAZAWA,Japan,Canoe/Kayak Slalom,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YAZAWA-Aki-3024154/
132,Mana,Iwabuchi,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/IWABUCHI-Mana-3024763/
132,Aimi,Kunitake,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KUNITAKE-Aimi-3024770/
132,Rika,Masuya,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MASUYA-Rika-3024772/
132,Shiori,Miyake,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MIYAKE-Shiori-3024776/
132,Yuka,Momiki,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MOMIKI-Yuka-3024777/
132,Emi,Nakajima,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAKAJIMA-Emi-3024778/
132,Moeno,Sakaguchi,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAKAGUCHI-Moeno-3024786/
132,Aya,Sameshima,Japan,Football,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SAMESHIMA-Aya-3024789/
132,WEWEY,WITA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/WITA-Wewey-3025176/
132,SARAH TRIA,MONITA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MONITA-Sarah-Tria-3025177/
132,PIPIET,KAMELIA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAMELIA-Pipiet-3025178/
132,PUSPA,ARUMSARI,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ARUMSARI-Puspa-3025179/
132,PRAMUDITA,YURISTYA,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/YURISTYA-Pramudita-3025183/
132,LUTFI,NURHASANAH,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NURHASANAH-Lutfi-3025184/
132,GINA,TRI LESTARI,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/TRI-LESTARI-Gina-3025185/
132,AYU,SIDAN WILANTARI,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/SIDAN-WILANTARI-Ayu-3025186/
132,NI MADE,DWIYANTI,Indonesia,Pencak Silat,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/DWIYANTI-Ni-Made-3025187/
132,WING CHI ANNIE,AU,"Hong Kong, China",Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/AU-Wing-Chi-Annie-3025262/
132,HO LING,CHAN,"Hong Kong, China",Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/CHAN-Ho-Ling-3025263/
132,KA YI,LEE,"Hong Kong, China",Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/LEE-Ka-Yi-3025270/
132,TZE LOK,HO,"Hong Kong, China",Squash,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HO-Tze-Lok-3025271/
132,Kimika,Hoshi,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/HOSHI-Kimika-3025646/
132,Yui,Ishibashi,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/ISHIBASHI-Yui-3025649/
132,Megumi,Kageyama,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAGEYAMA-Megumi-3025650/
132,Mami,Karino,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KARINO-Mami-3025652/
132,Akiko,Kato,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KATO-Akiko-3025653/
132,Motomi,Kawamura,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/KAWAMURA-Motomi-3025654/
132,Yukari,Mano,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/MANO-Yukari-3025657/
132,Yuri,Nagai,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAGAI-Yuri-3025660/
132,Natsuki,Naito,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NAITO-Natsuki-3025661/
132,Emi,Nishikori,Japan,Hockey,1,0,0,1,https://en.asiangames2018.id/athletes/athlete/NISHIKORI-Emi-3025662/
